NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < > ? @ A B C D E F G H I J K L M N O P Q R S T U V W X Y Z _
#NON	4EBP1_pS65	4EBP1_pT37_pT46	ACC_pS79	AKT_pS473	AKT_pT308	AMPK_pT172	BAD_pS112	c-JUN_pS73	c-Met_pY1235	c-Raf_pS338	CHK1_pS345	CHK2_pT68	EGFR_pY1068	EGFR_pY1173	EGFR_pY992	ER-alpha_pS118	FOXO3a_pS318_S321	GSK3-alpha-beta_pS21_S9	GSK3-alpha-beta_pS9	HER2_pY1248	HER3_pY1298	JNK_pT183_pT185	MAPK_pT202_Y204	MEK1_pS217_S221	mTOR_pS2448	NDRG1_pT346	NF-kB-p65_pS536	p27_pT157	p27_pT198	p38_pT180_Y182	p70S6K_pT389	p90RSK_pT359_S363	PDK1_pS241	PEA15_pS116	PKC-alpha_pS657	PKC-delta	PKC-pan-betaII_pS660	PRAS40_pT246	Rb_pS807_S811	Rictor_pT1135	S6_pS235_S236	S6_pS240_S244	Src_pY416	Src_pY527	STAT3_pY705	TAZ_pS89	YAP_pS127	YB-1_PS102
0	2.3177896762	3.0724988347	0.4656099177	4.9703229921	3.6089294249	1.98094117	0.9895921103	0.2305262921	0.7162689916	1.0048912609	1.1155420963	1.0431696941	0.4746322155	1.4791549561	0.220994589	1.0254828359	1.1166246128	2.035830949	1.6938370441	0.9608185656	0.4616962334	0.3789732694	0.3754983023	0.7659128561	1.0936971339	0.238843606	1.2561986405	0.5858783889	0.9251750996	0.8266239788	0.4392371979	0.3548770702	2.2385935374	3.1075244427	0.3418484846	0.8931507061	2.3902494499	6.6886231322	2.7869480537	1.4143032927	0.4819402558	0.4775663131	1.0783284825	2.3275481476	0.5128949745	1.2893344185	3.46789235	0.6969394911
0	2.1179673112	3.168004721	0.4849339047	4.5031091566	3.3263255324	2.107114101	0.9721349079	0.2285570408	0.7448024801	0.9716930051	1.0833880134	1.0798340289	0.4969454916	1.4635797384	0.219176669	1.0484808879	1.0511209197	2.0193546881	1.6829540666	0.9896231755	0.4745298305	0.3880774128	0.3582873297	0.6415806371	1.0465222963	0.2793113449	1.1629622883	0.5995280503	0.8992435256	0.8410278392	0.4122867757	0.3740867216	2.2620531124	2.8427116036	0.3663269586	0.9921429418	2.2304303129	6.2006562455	2.6095605032	1.3461600038	0.3727960603	0.3638450246	1.1592453072	2.2197087674	0.5544108778	1.397733927	3.6459637991	0.7840241348
0	2.117817621	3.0629789682	0.5008100621	5.1691708045	3.4212001738	1.8751443408	0.9543411668	0.2300553678	0.7468230121	1.0249972662	1.140912512	1.0550785979	0.5215175869	1.481886899	0.2291907498	1.0081613175	1.0616651282	1.9275282969	1.6036999104	0.979122837	0.4543375577	0.3804426918	0.1089423676	0.5838542785	1.0175281471	0.2713235647	1.1459131673	0.6189011451	0.9582297536	0.8824317088	0.393543256	0.333920145	2.296958994	2.8580127922	0.3751632842	1.0019568992	2.2721591001	6.5937522195	2.5392466411	1.3857075341	0.3333439312	0.329472462	1.1458398306	2.1840545245	0.5006923497	1.4429882319	3.2349516437	0.7132529078
0	2.2698726217	3.026547591	0.4147539041	4.8204189053	3.4646434631	1.7624356234	0.8690103005	0.2204863282	0.7348291246	0.8671768325	1.1037761667	0.9842304309	0.5342548192	1.4629572645	0.2378192198	1.0016613239	1.0501772584	1.7805572278	1.5567881925	0.9419303675	0.425205633	0.3935261786	0.0963555552	0.5588893894	0.8109446681	0.263469891	1.062786365	0.6310610244	0.9142115931	0.8305008944	0.3365401612	0.3382684921	2.2659974509	4.4686233601	0.3382871896	0.9463415503	2.1402107213	7.104142921	2.3637362272	1.1614447121	0.2178509796	0.2178794379	1.0431614325	1.9512257776	0.4713685794	1.6169091298	4.2620577015	0.7893917142
0	2.2603322194	2.8049307786	0.4346864561	2.0529908181	1.4683424807	2.0209859927	0.914629166	0.2271206602	0.7142083482	1.0733244405	1.0814603725	1.0036336077	0.5000282936	1.4374021245	0.2322037557	0.9671057333	1.1063674281	2.5773587324	2.2407569023	0.8670713468	0.4671028044	0.3641360643	0.3631076926	0.7089549473	1.3592325188	0.3090760914	1.2043974517	0.6201345527	0.87860632	0.8645176182	0.6705709556	0.3872310496	2.2682926206	3.9175936526	0.3953087033	1.0060241824	2.3370648364	8.1851661705	2.6545029318	1.9168703969	1.1010153694	1.3100601913	1.2017500234	2.2419102712	0.5052533771	1.5673592608	3.1501529882	0.7018629509
0	2.2614571772	3.1727482174	0.4380561317	2.078969365	1.5766122016	2.1363968656	0.9085862485	0.2197991328	0.7553165539	1.0515758834	1.1280244488	0.9833314622	0.5292381493	1.4492887488	0.2220932847	0.9294327747	1.1120201265	2.6123735375	2.410526941	0.895235428	0.4595957226	0.3385549988	0.3527570515	0.7788551488	1.3948283841	0.3107548344	1.1714120644	0.6253160235	0.8209384675	0.9248836704	0.6653384977	0.3817608879	2.3744504775	6.3274410235	0.3868948711	1.0029290255	2.4806028078	7.5817208185	2.898213627	1.9795472805	1.0463753925	1.3396182686	1.2267135344	2.3253178039	0.4646033887	1.8336233943	2.8029617483	0.7590631545
0	2.1776271819	2.9678362984	0.4812214436	2.2606090641	1.7218280078	1.9031260704	0.9599292987	0.2299996281	0.7213028895	1.1088115475	1.0920156958	1.0794392175	0.4740543271	1.4073075493	0.2191432584	1.0381899736	1.1356894297	2.6358927586	2.3552856769	0.9217625765	0.4668197741	0.3763873806	0.3763745727	0.7555852519	1.3869147342	0.3164101296	1.1869351557	0.6560794384	0.8417761865	0.8610402126	0.6967591286	0.3822866927	2.1874740608	2.2387534599	0.3960676955	1.1274768517	2.3467331714	6.5970797004	2.8927418055	2.1363179763	1.0091547647	1.0309576711	1.143692716	2.3711964873	0.5081553914	1.4690377094	2.301084165	0.7971439571
0	2.2204000809	3.1360289622	0.4407432743	2.4822217842	1.7157198162	1.9903453706	0.9596493441	0.2329114486	0.7711843289	1.1180734466	1.1066302096	1.0651849383	0.4537156021	1.3576378436	0.216223403	0.9173526539	1.0682855097	2.7931001227	2.467254184	0.980805686	0.4704567493	0.3717656874	0.414802785	0.7262220578	1.4878397523	0.3107971359	1.1980465341	0.5930077692	0.9019847237	0.9113217616	0.7177195674	0.400479246	2.3529493551	2.3673051383	0.4116505602	1.1391431475	2.5129923983	6.5380101668	3.2086200268	2.272034675	1.142462166	1.0169303216	1.2835900304	2.341925473	0.4781371784	1.4337973215	2.5841828306	0.823430245
0	2.2930541072	3.0811152408	0.383895592	4.9736298344	3.7243793878	1.862830394	0.9423930595	0.2559239326	0.6995385173	1.0188521724	1.1686755609	1.0869681006	0.5056098128	1.5536785242	0.2276671083	0.9294429753	1.0710596321	1.9969456291	1.751724734	1.0424271602	0.4358438993	0.3759716761	0.4480023149	0.7811260701	1.197679356	0.3000621358	1.1258118122	0.5896922426	0.8212240871	0.8023739816	0.4729173404	0.3473193107	2.2525555669	3.442377332	0.3690293175	0.9685989134	2.4316321599	6.4769085803	2.9920890037	1.474626276	0.4277330076	0.4630646478	1.0769280243	2.3516694478	0.5307091204	1.4463248106	3.4674519943	0.8415825515
0	2.2068084541	3.0669834133	0.4195204674	5.0334737656	3.6204121533	1.7450343414	0.904069642	0.2504013536	0.71619465	1.0035640115	1.0945793304	1.1199449473	0.4906363476	1.4099601952	0.2226991093	1.0530722977	1.0294436807	2.1755197066	1.7430179584	1.021104189	0.4459980185	0.3856628443	0.382860102	0.7162955504	1.191142321	0.3208134501	1.0334308408	0.5916196153	0.8438829216	0.8122095427	0.43653099	0.3778740098	2.17925407	2.9353115655	0.3756240616	1.0822762196	2.3245806089	6.1035273524	3.0281114345	1.408912607	0.3932106564	0.394610726	1.1346391026	2.5625590709	0.5587040232	1.5503512706	3.6634815134	0.8413764785
